,timeSeconds,frameNum,blobCount,trackCount,Unnamed: 4,Accumulative,TOTAL,TOTALAccumulative,Time
0,325,3576,0,0,0,10,0,10,7:0:0
1,325,3576,0,0,0,17,0,17,7:5:0
2,325,3576,0,0,0,10,0,10,7:10:0
3,325,3576,2,2,2,14,2,14,7:15:0
4,325,3576,1,1,1,15,1,15,7:20:0
5,325,3576,0,0,0,15,0,15,7:25:0
6,325,3576,0,0,0,5,0,5,7:30:0
7,325,3576,1,1,1,11,1,11,7:35:0
8,325,3576,0,0,0,10,0,10,7:40:0
9,325,3576,0,0,0,18,0,18,7:45:0
10,325,3576,0,0,0,18,0,18,7:50:0
11,325,3576,0,0,0,23,0,23,7:55:0
12,325,3576,0,0,0,27,0,27,8:0:0
13,325,3576,0,0,0,22,0,22,8:5:0
14,325,3576,0,0,0,39,0,39,8:10:0
15,325,3576,1,1,1,54,1,54,8:15:0
16,325,3576,2,2,2,57,2,57,8:20:0
17,325,3576,0,0,0,82,0,82,8:25:0
18,325,3576,0,0,0,46,0,46,8:30:0
19,325,3576,2,2,2,43,2,43,8:35:0
20,325,3576,0,0,0,45,0,45,8:40:0
21,325,3576,3,3,3,52,3,52,8:45:0
22,325,3576,0,0,0,69,0,69,8:50:0
23,325,3576,0,0,0,43,0,43,8:55:0
24,325,3576,1,1,1,46,1,46,9:0:0
25,325,3576,0,0,0,63,0,63,9:5:0
26,325,3576,0,0,0,46,0,46,9:10:0
27,325,3576,1,1,1,50,1,50,9:15:0
28,325,3576,0,0,0,29,0,29,9:20:0
29,325,3576,1,1,1,18,1,18,9:25:0
30,325,3576,2,2,2,53,2,53,9:30:0
31,325,3576,0,0,0,46,0,46,9:35:0
32,325,3576,0,0,0,61,0,61,9:40:0
33,325,3576,2,2,2,58,2,58,9:45:0
34,325,3576,1,1,1,53,1,53,9:50:0
35,325,3576,0,0,0,59,0,59,9:55:0
36,325,3576,1,1,1,55,1,55,10:0:0
37,325,3576,0,0,0,79,0,79,10:5:0
38,325,3576,1,1,1,71,1,71,10:10:0
39,325,3576,2,2,2,83,2,83,10:15:0
40,325,3576,0,0,0,50,0,50,10:20:0
41,325,3576,0,0,0,41,0,41,10:25:0
42,325,3576,0,0,0,63,0,63,10:30:0
43,325,3576,1,1,1,46,1,46,10:35:0
44,325,3576,0,0,0,35,0,35,10:40:0
45,325,3576,1,1,1,45,1,45,10:45:0
46,325,3576,8,8,8,224,8,224,10:50:0
47,325,3576,0,0,0,135,0,135,10:55:0
48,325,3576,1,1,1,53,1,53,11:0:0
49,325,3576,0,0,0,37,0,37,11:5:0
50,325,3576,2,2,2,66,2,66,11:10:0
51,325,3576,2,2,2,103,2,103,11:15:0
52,325,3576,0,0,0,118,0,118,11:20:0
53,325,3576,5,5,5,105,5,105,11:25:0
54,325,3576,0,0,0,78,0,78,11:30:0
55,325,3576,1,1,1,73,1,73,11:35:0
56,325,3576,0,0,0,75,0,75,11:40:0
57,325,3576,3,3,3,81,3,81,11:45:0
58,325,3576,1,1,1,75,1,75,11:50:0
59,325,3576,1,1,1,69,1,69,11:55:0
60,325,3585,0,0,0,71,0,71,12:0:0
61,325,3585,3,3,3,74,3,74,12:5:0
62,325,3585,1,1,1,81,1,81,12:10:0
63,325,3585,0,0,0,38,0,38,12:15:0
64,325,3585,0,0,0,54,0,54,12:20:0
65,325,3585,1,1,1,76,1,76,12:25:0
66,325,3585,0,0,0,40,0,40,12:30:0
67,325,3585,0,0,0,25,0,25,12:35:0
68,325,3585,0,0,0,53,0,53,12:40:0
69,325,3585,0,0,0,50,0,50,12:45:0
70,325,3585,0,0,0,26,0,26,12:50:0
71,325,3585,0,0,0,46,0,46,12:55:0
72,325,3585,0,0,0,76,0,76,13:0:0
73,325,3585,1,1,1,124,1,124,13:5:0
74,325,3585,0,0,0,79,0,79,13:10:0
75,325,3585,0,0,0,91,0,91,13:15:0
76,325,3585,1,1,1,62,1,62,13:20:0
77,325,3585,1,1,1,70,1,70,13:25:0
78,325,3585,1,1,1,73,1,73,13:30:0
79,325,3585,0,0,0,60,0,60,13:35:0
80,325,3585,2,2,2,103,2,103,13:40:0
81,325,3585,0,0,0,94,0,94,13:45:0
82,325,3585,0,0,0,45,0,45,13:50:0
83,325,3585,0,0,0,26,0,26,13:55:0
84,325,3585,1,1,1,29,1,29,14:0:0
85,325,3585,0,0,0,14,0,14,14:5:0
86,325,3585,0,0,0,10,0,10,14:10:0
87,325,3585,0,0,0,44,0,44,14:15:0
88,325,3585,0,0,0,11,0,11,14:20:0
89,325,3585,0,0,0,51,0,51,14:25:0
90,325,3585,0,0,0,32,0,32,14:30:0
91,325,3585,0,0,0,19,0,19,14:35:0
92,325,3585,0,0,0,19,0,19,14:40:0
93,325,3585,0,0,0,47,0,47,14:45:0
94,325,3585,0,0,0,31,0,31,14:50:0
95,325,3585,0,0,0,43,0,43,14:55:0
96,325,3585,0,0,0,37,0,37,15:0:0
97,325,3585,0,0,0,30,0,30,15:5:0
98,325,3585,0,0,0,68,0,68,15:10:0
99,325,3585,0,0,0,30,0,30,15:15:0
100,325,3585,0,0,0,40,0,40,15:20:0
101,325,3585,1,1,1,45,1,45,15:25:0
102,325,3585,1,1,1,33,1,33,15:30:0
103,325,3585,1,1,1,54,1,54,15:35:0
104,325,3585,2,2,2,49,2,49,15:40:0
105,325,3585,12,12,12,97,12,97,15:45:0
106,325,3585,16,16,16,248,16,248,15:50:0
107,325,3585,17,17,17,233,17,233,15:55:0
108,325,3585,12,12,12,253,12,253,16:0:0
109,325,3585,8,8,8,295,8,295,16:5:0
110,325,3585,15,15,15,245,15,245,16:10:0
111,325,3585,11,11,11,308,11,308,16:15:0
112,325,3585,13,13,13,214,13,214,16:20:0
113,325,3585,13,13,13,211,13,211,16:25:0
114,325,3585,13,13,13,297,13,297,16:30:0
115,325,3585,11,11,11,220,11,220,16:35:0
116,325,3585,15,15,15,177,15,177,16:40:0
117,325,3585,12,12,12,302,12,302,16:45:0
118,325,3585,17,17,17,345,17,345,16:50:0
119,325,3585,11,11,11,379,11,379,16:55:0
